사원번호,이름,성별,나이,생년월일,주민등록번호,병역,입사일,근속기간,학력,출신대학,학점,채용경로,계약형태,이전직장명,이전최종직급,이전담당업무,회사명,사업장위치,부서,팀,부서레벨,직급,직책,직급레벨,퇴직구분,퇴직일자,이메일,전화번호,주소
EMP1843,문보미,여,32,1995-04-02,950402-2616952,해당없음,2019-05-17,7,전문대졸,인하공업전문대학,3.8,공채,정규직,,,,두리안정보기술,경기 판교,기획부,사업기획팀,1,과장,팀원,1,,,moonbomi516@gmail.com,010-3272-8108,경기도 용인시 기흥구 영덕동
EMP1844,하예린,여,38,1989-11-16,891116-2176430,해당없음,2021-07-18,5,대졸,국민대학교,2.7,경력,정규직,SK하이닉스,차장,프로젝트관리,두리안정보기술,서울 여의도,개발부,백엔드팀,1,과장,팀장,1,,,yerinha59@naver.com,010-4961-3011,서울시 마포구 합정동
EMP1845,허민준,남,38,1989-05-14,890514-1138940,면제,2019-10-13,7,대학원졸,성균관대학교,2.9,인턴전환,계약직,,,,두리안정보기술,경기 판교,영업부,국내영업팀,1,과장,팀장,1,,,heo.minjun599@nate.com,010-5520-3122,경기도 성남시 분당구 판교동
EMP1846,강세연,여,34,1993-11-23,931123-2228004,해당없음,2017-03-28,9,대졸,홍익대학교,2.6,공채,정규직,,,,두리안정보기술,서울 여의도,기획부,전략기획팀,1,과장,팀장,1,,,kangseyeon_719@hanmail.net,010-4594-5948,서울시 마포구 합정동
EMP1847,송성호,남,33,1994-02-11,940211-1832758,면제,2017-07-02,9,대졸,성균관대학교,3.4,공채,정규직,,,,두리안정보기술,서울 강남,기획부,사업기획팀,1,과장,팀장,1,계약만료,2018-06-17,sunghosong716@hanmail.net,010-5549-9856,서울시 서초구 방배동
EMP1848,손하영,여,34,1993-12-24,931224-2413838,해당없음,2017-07-25,9,대졸,고려대학교,2.6,공채,정규직,,,,두리안정보기술,서울 강남,개발부,백엔드팀,1,과장,팀장,1,,,son.hayoung675@hanmail.net,010-7316-3256,서울시 강남구 논현동
EMP1849,이혜린,여,34,1993-02-13,930213-2388847,해당없음,2014-09-28,12,대졸,세종대학교,2.9,추천,정규직,,,,두리안정보기술,경기 판교,인사부,채용팀,1,과장,팀원,1,권고사직,2022-09-04,lee.hyerin515@nate.com,010-9496-1213,경기도 성남시 분당구 판교동
EMP1850,안아름,여,31,1996-12-20,961220-2056619,해당없음,2017-04-18,9,전문대졸,영진전문대학교,2.5,추천,정규직,,,,두리안정보기술,서울 여의도,인사부,교육팀,1,과장,팀원,1,,,anareum394@naver.com,010-2081-4286,서울시 은평구 불광동
EMP1851,최건우,남,37,1990-06-14,900614-1680502,군필,2019-05-24,7,대졸,세종대학교,3.1,추천,정규직,,,,두리안정보기술,서울 강남,기획부,전략기획팀,1,과장,팀원,1,,,choi.gunwoo244@gmail.com,010-6855-1149,서울시 강남구 논현동
EMP1852,진지영,여,41,1986-04-02,860402-2145732,해당없음,2014-09-25,12,대학원졸,한국외국어대학교,3.9,경력,정규직,LG전자,과장,재무회계,두리안정보기술,서울 강남,개발부,프론트팀,1,과장,팀장,1,,,jinjiyoung_399@nate.com,010-8906-5893,서울시 강남구 역삼동
EMP1853,박하영,여,31,1996-09-25,960925-2996098,해당없음,2017-10-05,9,고졸,,,경력,정규직,LG전자,과장,데이터분석,두리안정보기술,서울 강남,영업부,해외영업팀,1,과장,팀장,1,,,hayoungpark547@kakao.com,010-3139-8788,서울시 서초구 방배동
EMP1854,차서연,여,37,1990-09-15,900915-2464020,해당없음,2017-11-11,9,대졸,아주대학교,3.8,경력,정규직,현대자동차,차장,프로젝트관리,두리안정보기술,서울 강남,영업부,해외영업팀,1,과장,팀원,1,,,cha.seoyeon875@nate.com,010-9698-1749,서울시 강남구 역삼동
EMP1855,나시우,남,39,1988-04-06,880406-1852392,면제,2016-10-24,10,대졸,이화여자대학교,3.4,경력,정규직,롯데그룹,사원,백엔드개발,두리안정보기술,경기 판교,인사부,교육팀,1,과장,팀원,1,자발적퇴직,2022-04-09,na시woo_568@daum.net,010-5541-4460,경기도 성남시 분당구 판교동
EMP1856,윤하영,여,41,1986-10-23,861023-2807939,해당없음,2019-09-06,7,대학원졸,아주대학교,3.9,공채,정규직,,,,두리안정보기술,경기 판교,기획부,전략기획팀,1,과장,팀장,1,,,hayoungyoon99@nate.com,010-3930-5887,경기도 성남시 분당구 판교동
EMP1857,박지현,여,34,1993-09-02,930902-2586888,해당없음,2014-08-09,12,대졸,서울대학교,3.3,공채,정규직,,,,두리안정보기술,서울 여의도,마케팅부,디지털마케팅팀,1,과장,팀장,1,,,park.jihyun303@daum.net,010-4604-7579,서울시 마포구 합정동
EMP1858,송지유,여,33,1994-07-03,940703-2599373,해당없음,2014-10-12,12,대졸,광운대학교,3.3,추천,정규직,,,,두리안정보기술,서울 여의도,마케팅부,브랜드팀,1,과장,팀원,1,,,song.jiyu975@daum.net,010-6927-4271,서울시 은평구 불광동
EMP1859,박재민,남,33,1994-09-13,940913-1931380,군필,2014-12-17,12,대졸,동국대학교,3.2,경력,정규직,포스코,과장,백엔드개발,두리안정보기술,경기 판교,인사부,교육팀,1,과장,팀장,1,,,parkjaemin_936@gmail.com,010-5854-4582,경기도 성남시 분당구 정자동
EMP1860,엄성민,남,40,1987-12-12,871212-1453304,군필,2019-09-16,7,대졸,이화여자대학교,3.4,공채,정규직,,,,두리안정보기술,경기 판교,영업부,해외영업팀,1,과장,팀장,1,,,um.sungmin207@kakao.com,010-3043-7621,경기도 수원시 영통구 매탄동
EMP1861,노태호,남,38,1989-09-12,890912-1450599,미필,2017-08-05,9,전문대졸,영진전문대학교,3.9,경력,정규직,포스코,사원,백엔드개발,두리안정보기술,서울 강남,마케팅부,브랜드팀,1,과장,팀장,1,,,no.taeho296@hanmail.net,010-5161-1542,서울시 서초구 방배동
EMP1862,심태호,남,37,1990-01-08,900108-1260554,미필,2014-01-25,12,대졸,연세대학교,2.7,경력,계약직,KT,대리,프론트엔드개발,두리안정보기술,서울 여의도,개발부,백엔드팀,1,과장,팀장,1,,,shimtaeho_871@gmail.com,010-3409-9071,서울시 용산구 이태원동
EMP1863,하지호,남,35,1992-11-24,921124-1755927,군필,2020-02-02,6,대졸,한국외국어대학교,3.5,공채,정규직,,,,두리안정보기술,서울 여의도,마케팅부,디지털마케팅팀,1,과장,팀원,1,,,ha.jiho645@kakao.com,010-4326-2939,서울시 마포구 합정동
EMP1864,엄동현,남,39,1988-11-16,881116-1832754,미필,2016-11-06,10,대졸,광운대학교,3.0,인턴전환,정규직,,,,두리안정보기술,서울 강남,마케팅부,브랜드팀,1,과장,팀장,1,권고사직,2026-02-02,um동hyun_971@naver.com,010-2988-5515,서울시 강남구 역삼동
EMP1865,노민재,남,38,1989-09-12,890912-1892771,군필,2020-06-23,6,대학원졸,한양대학교,3.9,추천,정규직,,,,두리안정보기술,경기 판교,마케팅부,디지털마케팅팀,1,과장,팀원,1,,,nominjae_675@daum.net,010-7806-7646,경기도 성남시 분당구 판교동
EMP1866,차성호,남,38,1989-10-15,891015-1313554,군필,2014-08-04,12,대학원졸,이화여자대학교,3.6,공채,계약직,,,,두리안정보기술,서울 강남,개발부,프론트팀,1,과장,팀원,1,,,cha.sungho138@daum.net,010-2721-5703,서울시 강남구 역삼동
EMP1867,하서연,여,37,1990-07-20,900720-2704340,해당없음,2015-09-12,11,대졸,부산대학교,3.5,추천,정규직,,,,두리안정보기술,서울 강남,기획부,전략기획팀,1,과장,팀원,1,권고사직,2026-02-23,haseoyeon_643@hanmail.net,010-5310-5955,서울시 서초구 방배동
EMP1868,노소연,여,41,1986-05-17,860517-2274417,해당없음,2021-11-28,5,대졸,중앙대학교,2.5,경력,정규직,쿠팡,사원,인사관리,두리안정보기술,경기 판교,개발부,프론트팀,1,과장,팀원,1,,,soyeonno334@hanmail.net,010-9565-3613,경기도 성남시 분당구 판교동
EMP1869,전다은,여,41,1986-02-05,860205-2524915,해당없음,2014-11-12,12,전문대졸,인하공업전문대학,2.6,인턴전환,정규직,,,,두리안정보기술,서울 강남,영업부,해외영업팀,1,과장,팀장,1,,,jeon.daeun303@naver.com,010-2192-8697,서울시 송파구 문정동
EMP1870,조미래,여,38,1989-01-26,890126-2421901,해당없음,2016-10-11,10,대졸,서강대학교,3.5,경력,정규직,카카오,과장,데이터분석,두리안정보기술,서울 강남,개발부,AI팀,1,과장,팀장,1,,,jomirae415@daum.net,010-3252-7875,서울시 송파구 문정동
EMP1871,김지수,여,34,1993-01-12,930112-2786372,해당없음,2020-03-03,6,전문대졸,영진전문대학교,3.2,인턴전환,정규직,,,,두리안정보기술,경기 판교,인사부,채용팀,1,과장,팀장,1,,,kim.jisu20@gmail.com,010-5299-9746,경기도 성남시 분당구 판교동
EMP1872,차다은,여,38,1989-11-19,891119-2590794,해당없음,2021-06-20,5,대졸,서강대학교,2.6,공채,정규직,,,,두리안정보기술,서울 여의도,마케팅부,디지털마케팅팀,1,과장,팀원,1,권고사직,2026-01-14,chadaeun67@kakao.com,010-6220-5251,서울시 마포구 합정동
EMP1873,송도현,남,39,1988-01-26,880126-1390336,군필,2015-03-16,11,대졸,서울대학교,2.8,인턴전환,정규직,,,,두리안정보기술,서울 여의도,영업부,국내영업팀,1,과장,팀원,1,,,dohyunsong572@gmail.com,010-2569-8152,서울시 강서구 마곡동
EMP1874,차하준,남,32,1995-03-06,950306-1257388,군필,2017-06-16,9,대졸,건국대학교,2.9,공채,정규직,,,,두리안정보기술,서울 강남,영업부,해외영업팀,1,과장,팀장,1,,,chahajun_517@naver.com,010-5493-7583,서울시 강남구 역삼동
EMP1875,민우혁,남,35,1992-03-03,920303-1790760,군필,2020-02-09,6,대졸,연세대학교,3.0,공채,정규직,,,,두리안정보기술,경기 판교,기획부,전략기획팀,1,과장,팀원,1,,,minwoohyuk141@gmail.com,010-6185-3626,경기도 성남시 분당구 정자동
EMP1876,구채원,여,41,1986-12-07,861207-2159288,해당없음,2017-01-27,9,대학원졸,한국외국어대학교,3.6,경력,정규직,네이버,대리,백엔드개발,두리안정보기술,서울 여의도,개발부,백엔드팀,1,과장,팀장,1,,,chaewonkoo502@hanmail.net,010-3442-1285,서울시 은평구 불광동
EMP1877,이지유,여,38,1989-05-05,890505-2982711,해당없음,2016-04-02,10,전문대졸,경북전문대학교,3.9,경력,정규직,삼성전자,과장,프론트엔드개발,두리안정보기술,서울 여의도,개발부,백엔드팀,1,과장,팀장,1,계약만료,2023-06-12,lee.jiyu503@hanmail.net,010-1990-1604,서울시 강서구 마곡동
EMP1878,류현우,남,38,1989-06-16,890616-1433734,군필,2014-08-18,12,대졸,부산대학교,3.0,경력,정규직,쿠팡,차장,프로젝트관리,두리안정보기술,서울 강남,기획부,전략기획팀,1,과장,팀원,1,,,ryuhyunwoo_263@daum.net,010-3476-5242,서울시 송파구 문정동
EMP1879,이소희,여,36,1991-09-18,910918-2212827,해당없음,2020-11-06,6,대졸,중앙대학교,3.2,경력,정규직,네이버,대리,데이터분석,두리안정보기술,서울 강남,영업부,국내영업팀,1,과장,팀장,1,,,soheelee677@daum.net,010-8079-3600,서울시 강남구 역삼동
EMP1880,고다은,여,35,1992-05-28,920528-2524369,해당없음,2020-02-19,6,전문대졸,인하공업전문대학,2.6,인턴전환,정규직,,,,두리안정보기술,경기 판교,기획부,사업기획팀,1,과장,팀장,1,,,daeunko450@naver.com,010-7226-5375,경기도 용인시 기흥구 영덕동
EMP1881,양채원,여,40,1987-09-21,870921-2337033,해당없음,2015-10-17,11,대졸,인하대학교,3.2,추천,정규직,,,,두리안정보기술,경기 판교,개발부,프론트팀,1,과장,팀원,1,,,yangchaewon_440@kakao.com,010-7456-1980,경기도 수원시 영통구 매탄동
EMP1882,윤재현,남,31,1996-01-10,960110-1792580,군필,2021-08-09,5,대졸,인하대학교,2.6,경력,정규직,롯데그룹,차장,재무회계,두리안정보기술,서울 강남,영업부,해외영업팀,1,과장,팀원,1,,,yoonjaehyun432@kakao.com,010-8199-4815,서울시 강남구 논현동
EMP1883,강나은,여,37,1990-02-26,900226-2640869,해당없음,2017-04-12,9,대졸,서강대학교,3.2,공채,정규직,,,,두리안정보기술,서울 여의도,인사부,교육팀,1,과장,팀장,1,,,kangnaeun_640@daum.net,010-8161-7228,서울시 용산구 이태원동
EMP1884,문예은,여,39,1988-09-06,880906-2894806,해당없음,2021-03-04,5,대졸,이화여자대학교,3.1,경력,정규직,카카오,대리,영업관리,두리안정보기술,서울 여의도,기획부,전략기획팀,1,과장,팀장,1,,,yeeunmoon728@nate.com,010-1332-8727,서울시 용산구 이태원동
EMP1885,진태양,남,37,1990-04-02,900402-1971752,군필,2018-12-26,8,전문대졸,명지전문대학,3.0,경력,정규직,카카오,대리,마케팅기획,두리안정보기술,경기 판교,기획부,전략기획팀,1,과장,팀장,1,,,jintae양_941@naver.com,010-3611-9709,경기도 용인시 기흥구 영덕동
EMP1886,원혜린,여,40,1987-10-28,871028-2632377,해당없음,2021-02-23,5,전문대졸,영진전문대학교,2.5,인턴전환,정규직,,,,두리안정보기술,서울 여의도,마케팅부,디지털마케팅팀,1,과장,팀장,1,,,hyerinwon223@naver.com,010-8272-3965,서울시 마포구 합정동
EMP1887,곽하영,여,35,1992-09-08,920908-2883751,해당없음,2021-03-15,5,대학원졸,한양대학교,2.7,추천,정규직,,,,두리안정보기술,서울 여의도,인사부,채용팀,1,과장,팀원,1,,,kwak.hayoung516@naver.com,010-7621-4727,서울시 용산구 이태원동
EMP1888,곽성민,남,32,1995-04-14,950414-1801033,군필,2017-02-03,9,대학원졸,서울대학교,3.6,공채,정규직,,,,두리안정보기술,경기 판교,기획부,전략기획팀,1,과장,팀원,1,,,kwaksungmin_367@hanmail.net,010-1844-8141,경기도 성남시 분당구 판교동
EMP1889,이우혁,남,45,1982-08-25,820825-1571429,면제,2009-06-08,17,대졸,세종대학교,2.7,경력,정규직,네이버,과장,마케팅기획,두리안정보기술,경기 판교,영업부,해외영업팀,1,차장,팀원,2,,,leewoohyuk178@nate.com,010-8981-9168,경기도 수원시 영통구 매탄동
EMP1890,황승준,남,37,1990-08-19,900819-1042373,군필,2011-03-16,15,대졸,세종대학교,3.4,경력,정규직,KT,대리,프로젝트관리,두리안정보기술,서울 여의도,기획부,사업기획팀,1,차장,팀원,2,계약만료,2020-06-05,hwangseungjun177@hanmail.net,010-4520-4838,서울시 강서구 마곡동
EMP1891,한수빈,여,43,1984-04-27,840427-2948754,해당없음,2009-12-13,17,전문대졸,인하공업전문대학,4.0,추천,정규직,,,,두리안정보기술,서울 여의도,영업부,국내영업팀,1,차장,팀원,2,,,subinhan233@kakao.com,010-7317-8461,서울시 용산구 이태원동
EMP1892,차지현,여,39,1988-06-02,880602-2898307,해당없음,2016-10-21,10,대졸,서울대학교,2.9,추천,계약직,,,,두리안정보기술,서울 여의도,인사부,교육팀,1,차장,팀원,2,,,cha.jihyun49@naver.com,010-8932-5404,서울시 용산구 이태원동
EMP1893,장나은,여,46,1981-05-01,810501-2928115,해당없음,2009-02-26,17,대학원졸,건국대학교,3.8,인턴전환,정규직,,,,두리안정보기술,경기 판교,마케팅부,브랜드팀,1,차장,팀원,2,,,jangnaeun_28@naver.com,010-2842-4068,경기도 성남시 분당구 정자동
EMP1894,손예린,여,37,1990-11-22,901122-2581904,해당없음,2012-03-12,14,대학원졸,동국대학교,2.8,경력,정규직,SK하이닉스,차장,인사관리,두리안정보기술,서울 여의도,기획부,사업기획팀,1,차장,팀원,2,,,yerinson715@naver.com,010-2680-9196,서울시 마포구 합정동
EMP1895,하정우,남,39,1988-04-05,880405-1326107,군필,2009-04-24,17,대졸,서울대학교,3.2,공채,정규직,,,,두리안정보기술,서울 여의도,영업부,국내영업팀,1,차장,팀원,2,,,hajungwoo_124@nate.com,010-8025-7805,서울시 마포구 합정동
EMP1896,박도현,남,40,1987-07-24,870724-1724104,군필,2017-07-20,9,대졸,부산대학교,3.0,인턴전환,정규직,,,,두리안정보기술,경기 판교,영업부,해외영업팀,1,차장,팀원,2,,,dohyunpark857@naver.com,010-9585-7694,경기도 용인시 기흥구 영덕동
EMP1897,신성호,남,38,1989-08-05,890805-1305154,군필,2016-09-12,10,고졸,,,인턴전환,정규직,,,,두리안정보기술,서울 여의도,개발부,프론트팀,1,차장,팀원,2,,,shin.sungho123@nate.com,010-4072-5478,서울시 마포구 합정동
EMP1898,정세준,남,40,1987-10-22,871022-1153101,면제,2013-12-15,13,대졸,연세대학교,3.6,공채,정규직,,,,두리안정보기술,서울 강남,기획부,사업기획팀,1,차장,팀원,2,,,jungsejun349@hanmail.net,010-7992-6237,서울시 강남구 역삼동
EMP1899,노다은,여,40,1987-07-12,870712-2434382,해당없음,2014-10-21,12,대졸,고려대학교,3.9,공채,정규직,,,,두리안정보기술,서울 강남,영업부,국내영업팀,1,차장,팀원,2,,,nodaeun731@nate.com,010-2158-4664,서울시 송파구 문정동
EMP1900,이도현,남,43,1984-02-22,840222-1564622,군필,2012-05-07,14,대졸,숙명여자대학교,2.6,공채,정규직,,,,두리안정보기술,경기 판교,인사부,채용팀,1,차장,팀원,2,,,lee.dohyun324@naver.com,010-9855-3458,경기도 성남시 분당구 정자동
EMP1901,노건우,남,40,1987-05-22,870522-1564687,군필,2014-12-27,12,대학원졸,이화여자대학교,3.7,추천,정규직,,,,두리안정보기술,서울 여의도,개발부,인프라팀,1,차장,팀원,2,자발적퇴직,2019-06-20,nogunwoo500@gmail.com,010-7817-5819,서울시 용산구 이태원동
EMP1902,고지영,여,44,1983-09-26,830926-2026469,해당없음,2016-10-28,10,전문대졸,경북전문대학교,2.6,경력,정규직,SK하이닉스,차장,인사관리,두리안정보기술,서울 여의도,영업부,해외영업팀,1,차장,팀원,2,,,ko.jiyoung811@nate.com,010-1425-8850,서울시 용산구 이태원동
EMP1903,윤시우,남,45,1982-07-13,820713-1251925,군필,2009-10-12,17,대졸,연세대학교,3.5,인턴전환,정규직,,,,두리안정보기술,서울 여의도,마케팅부,브랜드팀,1,차장,팀원,2,,,yoon시woo_934@gmail.com,010-9552-7308,서울시 마포구 합정동
EMP1904,고재현,남,36,1991-12-04,911204-1589996,군필,2016-05-22,10,대졸,인하대학교,3.4,추천,정규직,,,,두리안정보기술,경기 판교,인사부,교육팀,1,차장,팀원,2,,,jaehyunko663@gmail.com,010-9184-7962,경기도 용인시 기흥구 영덕동
EMP1905,곽지훈,남,42,1985-10-05,851005-1804954,군필,2016-08-06,10,전문대졸,경북전문대학교,3.2,경력,정규직,KT,차장,프론트엔드개발,두리안정보기술,서울 여의도,기획부,사업기획팀,1,차장,팀원,2,,,kwakji훈_961@hanmail.net,010-7407-7221,서울시 은평구 불광동
EMP1906,문서현,여,44,1983-01-10,830110-2534855,해당없음,2013-04-10,13,대학원졸,한양대학교,3.0,추천,정규직,,,,두리안정보기술,경기 판교,인사부,교육팀,1,차장,팀원,2,,,moonseohyun497@daum.net,010-2316-3616,경기도 수원시 영통구 매탄동
EMP1907,정지영,여,40,1987-07-22,870722-2510293,해당없음,2011-06-13,15,대졸,중앙대학교,3.6,추천,정규직,,,,두리안정보기술,서울 여의도,인사부,교육팀,1,차장,팀원,2,,,jungjiyoung_973@kakao.com,010-3530-3614,서울시 용산구 이태원동
EMP1908,고나은,여,40,1987-09-06,870906-2645342,해당없음,2013-02-17,13,대졸,동국대학교,2.9,경력,정규직,쿠팡,대리,백엔드개발,두리안정보기술,서울 여의도,인사부,교육팀,1,차장,팀원,2,,,konaeun195@naver.com,010-8208-5848,서울시 용산구 이태원동
EMP1909,이준서,남,37,1990-09-03,900903-1032453,군필,2014-01-06,12,대졸,숙명여자대학교,3.4,추천,계약직,,,,두리안정보기술,경기 판교,기획부,사업기획팀,1,차장,팀원,2,,,leejunseo240@kakao.com,010-7657-7837,경기도 성남시 분당구 정자동
EMP1910,박보미,여,45,1982-11-18,821118-2483019,해당없음,2013-11-26,13,전문대졸,경북전문대학교,2.8,추천,정규직,,,,두리안정보기술,경기 판교,영업부,국내영업팀,1,차장,팀원,2,,,park.bomi623@hanmail.net,010-7908-7323,경기도 성남시 분당구 판교동
EMP1911,서시우,남,36,1991-08-18,910818-1853506,군필,2017-01-14,9,대졸,동국대학교,2.9,공채,정규직,,,,두리안정보기술,경기 판교,개발부,프론트팀,1,차장,팀원,2,,,seo시woo243@naver.com,010-6343-2152,경기도 성남시 분당구 정자동
EMP1912,공준서,남,44,1983-03-12,830312-1222704,군필,2012-04-09,14,대졸,동국대학교,3.7,추천,정규직,,,,두리안정보기술,경기 판교,영업부,국내영업팀,1,차장,팀원,2,,,kong.junseo856@hanmail.net,010-8494-2740,경기도 수원시 영통구 매탄동
EMP1913,임건우,남,43,1984-03-26,840326-1020281,군필,2012-09-08,14,대졸,한국외국어대학교,3.8,추천,정규직,,,,두리안정보기술,서울 여의도,인사부,교육팀,1,차장,팀원,2,,,limgunwoo981@hanmail.net,010-6182-8101,서울시 용산구 이태원동
EMP1914,하재현,남,39,1988-01-21,880121-1213833,군필,2016-06-03,10,대졸,홍익대학교,3.3,경력,정규직,롯데그룹,과장,백엔드개발,두리안정보기술,서울 여의도,인사부,채용팀,1,차장,팀원,2,정년퇴직,2018-11-24,hajaehyun_397@kakao.com,010-9392-6349,서울시 용산구 이태원동
EMP1915,함수아,여,42,1985-04-05,850405-2815859,해당없음,2015-04-28,11,전문대졸,영진전문대학교,2.6,추천,정규직,,,,두리안정보기술,서울 강남,인사부,교육팀,1,차장,팀원,2,,,suaham560@naver.com,010-9937-5196,서울시 강남구 논현동
EMP1916,박준서,남,45,1982-07-01,820701-1570105,군필,2011-02-23,15,대학원졸,국민대학교,3.3,추천,정규직,,,,두리안정보기술,경기 판교,개발부,AI팀,1,차장,팀원,2,,,parkjunseo_750@nate.com,010-2815-8930,경기도 용인시 기흥구 영덕동
EMP1917,심혜린,여,36,1991-06-02,910602-2199867,해당없음,2013-01-25,13,대졸,숙명여자대학교,4.0,경력,정규직,쿠팡,대리,프로젝트관리,두리안정보기술,서울 여의도,영업부,국내영업팀,1,차장,팀원,2,,,shimhyerin469@daum.net,010-5910-6498,서울시 용산구 이태원동
EMP1918,손승준,남,38,1989-11-24,891124-1092046,군필,2011-05-02,15,대졸,아주대학교,3.3,추천,정규직,,,,두리안정보기술,서울 여의도,기획부,전략기획팀,1,차장,팀원,2,,,son.seungjun351@naver.com,010-5309-8015,서울시 강서구 마곡동
EMP1919,하수아,여,44,1983-01-04,830104-2312198,해당없음,2017-07-26,9,대졸,중앙대학교,3.8,추천,정규직,,,,두리안정보기술,경기 판교,영업부,해외영업팀,1,차장,팀원,2,,,suaha88@kakao.com,010-4147-5992,경기도 성남시 분당구 판교동
EMP1920,박소희,여,46,1981-10-03,811003-2720533,해당없음,2015-03-18,11,고졸,,,인턴전환,정규직,,,,두리안정보기술,서울 여의도,인사부,교육팀,1,차장,팀원,2,,,parksohee622@hanmail.net,010-3142-2572,서울시 강서구 마곡동
EMP1921,원보미,여,46,1981-08-08,810808-2464997,해당없음,2013-07-02,13,대졸,홍익대학교,2.8,공채,정규직,,,,두리안정보기술,서울 강남,마케팅부,브랜드팀,1,차장,팀원,2,,,won.bomi107@kakao.com,010-3467-7429,서울시 강남구 역삼동
EMP1922,허다은,여,42,1985-05-25,850525-2001520,해당없음,2015-05-20,11,전문대졸,명지전문대학,3.7,추천,정규직,,,,두리안정보기술,서울 여의도,기획부,전략기획팀,1,차장,팀원,2,,,heodaeun868@hanmail.net,010-6775-4651,서울시 마포구 합정동
EMP1923,문태양,남,39,1988-10-27,881027-1046242,군필,2016-04-02,10,대졸,고려대학교,3.0,추천,정규직,,,,두리안정보기술,서울 강남,개발부,프론트팀,1,차장,팀원,2,,,tae양moon837@hanmail.net,010-8048-3134,서울시 강남구 논현동
EMP1924,최성민,남,41,1986-10-19,861019-1545112,면제,2013-11-22,13,전문대졸,영진전문대학교,3.9,공채,정규직,,,,두리안정보기술,서울 여의도,마케팅부,브랜드팀,1,차장,팀원,2,정년퇴직,2025-07-17,sungminchoi637@gmail.com,010-6593-7886,서울시 은평구 불광동
EMP1925,임세준,남,37,1990-06-04,900604-1619265,미필,2009-02-08,17,대학원졸,중앙대학교,3.6,공채,정규직,,,,두리안정보기술,서울 여의도,기획부,사업기획팀,1,차장,팀원,2,자발적퇴직,2011-09-12,lim.sejun682@nate.com,010-1262-9429,서울시 강서구 마곡동
EMP1926,방동현,남,43,1984-07-16,840716-1674192,군필,2014-12-20,12,전문대졸,영진전문대학교,2.8,인턴전환,정규직,,,,두리안정보기술,서울 강남,개발부,인프라팀,1,차장,팀원,2,,,bang.동hyun136@daum.net,010-9235-7703,서울시 강남구 논현동
EMP1927,허지유,여,41,1986-11-11,861111-2662510,해당없음,2017-10-18,9,대졸,부산대학교,2.9,인턴전환,정규직,,,,두리안정보기술,서울 여의도,기획부,전략기획팀,1,차장,팀원,2,,,heo.jiyu392@daum.net,010-9977-1741,서울시 용산구 이태원동
EMP1928,홍재민,남,38,1989-06-02,890602-1783536,군필,2012-10-03,14,전문대졸,경북전문대학교,3.8,추천,계약직,,,,두리안정보기술,서울 강남,인사부,교육팀,1,차장,팀원,2,,,hongjaemin_80@gmail.com,010-8964-9700,서울시 강남구 역삼동
EMP1929,한아름,여,36,1991-04-26,910426-2088765,해당없음,2014-10-06,12,대졸,서울대학교,2.8,인턴전환,정규직,,,,두리안정보기술,경기 판교,기획부,전략기획팀,1,차장,팀원,2,,,han.areum590@hanmail.net,010-6257-5830,경기도 용인시 기흥구 영덕동
EMP1930,서우혁,남,37,1990-02-22,900222-1246680,군필,2016-09-11,10,대졸,인하대학교,3.8,경력,정규직,삼성전자,과장,마케팅기획,두리안정보기술,경기 판교,마케팅부,브랜드팀,1,차장,팀원,2,계약만료,2025-09-26,seowoohyuk341@daum.net,010-8114-5205,경기도 수원시 영통구 매탄동
EMP1931,차세준,남,45,1982-03-08,820308-1413786,면제,2010-09-20,16,대학원졸,인하대학교,3.5,인턴전환,정규직,,,,두리안정보기술,서울 여의도,마케팅부,브랜드팀,1,차장,팀원,2,,,chasejun920@nate.com,010-4202-6232,서울시 마포구 합정동
EMP1932,윤예원,여,43,1984-05-10,840510-2185349,해당없음,2011-12-27,15,대졸,한국외국어대학교,3.2,공채,정규직,,,,두리안정보기술,서울 강남,마케팅부,디지털마케팅팀,1,차장,팀원,2,,,yoonyewon_155@gmail.com,010-3115-5967,서울시 송파구 문정동
EMP1933,윤시우,남,40,1987-10-01,871001-1821915,군필,2016-07-09,10,전문대졸,영진전문대학교,3.5,공채,정규직,,,,두리안정보기술,서울 여의도,마케팅부,디지털마케팅팀,1,차장,팀원,2,,,yoon.시woo312@naver.com,010-7747-4170,서울시 강서구 마곡동
EMP1934,신세준,남,41,1986-02-20,860220-1294436,군필,2012-03-25,14,대졸,서강대학교,2.7,공채,정규직,,,,두리안정보기술,경기 판교,개발부,백엔드팀,1,차장,팀원,2,,,shinsejun780@naver.com,010-4201-5686,경기도 성남시 분당구 판교동
EMP1935,현지현,여,45,1982-08-20,820820-2554339,해당없음,2011-01-07,15,대학원졸,아주대학교,3.7,경력,정규직,포스코,차장,재무회계,두리안정보기술,서울 강남,기획부,전략기획팀,1,차장,팀원,2,,,jihyunhyun939@naver.com,010-7691-9125,서울시 송파구 문정동
EMP1936,엄재원,남,40,1987-05-07,870507-1074030,군필,2016-07-15,10,대졸,건국대학교,3.6,인턴전환,정규직,,,,두리안정보기술,서울 강남,마케팅부,브랜드팀,1,차장,팀원,2,권고사직,2024-12-21,umjaewon460@hanmail.net,010-2153-2120,서울시 서초구 방배동
